1339760
font: 34039 	P(word|spam): 0.025407 	P(spam|word): 0.997671
g6vlkl210445: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
zapote24: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
stbmail: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
3154b3e7: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
17b4cy: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
dqoncjwvqk9ewt4ncg0kpc9ive1mpg0kdqoncg0kicagia: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
n0bsjbb7dnsaby2hgdyxanszgp: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
3d012001000042: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
000025: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
pzsxl5hqixrtu5rf: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
0680: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
i1xmv509dk1rv608o7p7ei: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
i931mx6dxvqntsqa2c: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
circuit: 1 	P(word|spam): 0.000001 	P(spam|word): 0.154305
6yymrdo8jqwhay0bb: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
5919: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
aqzxz1gytakta: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
5911: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g71mcz232243: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
wa1z: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
dqogicagicagicagicagicagvglyzwqgb2ygagf2aw5nihrv: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
c6f4e440ee: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
crtyler1: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
1aca1801c238e6: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
amm1n: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
0000614b: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ft23: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
dqogicagicagidxpbwcgc3jjpsjodhrwoi8vd3d3: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
cuscutae: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
rgtvw: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ciancmlua2pldcagicagy2fydhjpzgdlcz88yni: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
3dredirect: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
dnvdoi: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
dy5pbnzlc3rtzw50nhuuy29tl1nwzwnpywxszxbvcnqvij5dbgljaybizxjl: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
serpentineqpiccadillyt: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
7sjwfvmdw3bmrjncljh6r5lksyamvjkm0jmyi4enfpydkjm2ew: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
cokocoko24: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
vcw8scfrimpqutigxstg: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
4cb43cc2: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
aaaaaaaaaaaaao8aaaacc2lniaaaaabdulqgy3vydgaaaaaaaaqaaaaabqakaa8afaazab4aiwao: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
5d88l3a: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g4samu728943: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
pg0kdqo8is0tdqpdte9trsb0zw1wbgf0zxmvag9tzxrvb2wvy29tcg9uzw50: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
rcdmihgnydswsjwtztzhjlvcdirsyirqa: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
mbzz5vawoegwowylsnrvwvgivqaazgynazowaowphuqcbhkxz1owa9eeovajniqjcalcsnde3j: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
icagicagicagicagicagpc9mb250pjxmb250ihnpemu9iisxiibjb2xvcj0i: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
fired: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
12083: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
client23: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
zzyovdirsvdirsvdir: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
lmdpzib3awr0ad05ocbozwlnahq9nzagym9yzgvypta: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
gica: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
virtua239: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
200205182330: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
nw0hwtwu9xarqvufaamw52hwnq3xqckdd9alr9cqvb5a8dsb2kgctfgg8gmttqht06: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
10798: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
10799: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
10794: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
10795: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
10796: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
10797: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
gdo1tauz4gmhnsarjmykcnqbpww9kcerkbsk: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
zwn0bhkgd2l0acbjcmvkaxqgynvyzwf1cw0ksxqncyblyxn5icygmtawjsbn: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
mshw7c0rbvu0blntdu: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
c29cb2r5vgv4dcwgbgkutxnvqm9kevrlehqsigrpdi5nc29cb2r5vgv4da0kcxttyxjnaw46: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ackb9s9i: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
x5ub: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
infoukes: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ztxhighyzwy9imh0dha6ly84ms45ljgumjkvy2dplwjpbi9izxn0x3jhdgvf: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
6653e1d0: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
chestnut: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6hjfbj15483: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
egertp: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ie4uienhcc48l2zvbnq: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
pbkxxwtzwvexrxtmhwcdei: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
vghlihjlyxnvbibmb3igdghlicjjyxnoiibpcybub3qgymvjyxvzzsb0aglz: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
instrumental: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
bbzr: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
200205270036: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
mounted: 1 	P(word|spam): 0.000001 	P(spam|word): 0.166004
00000426: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
n7q3: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
gqh: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
9hsurv2kuxv2kuxv2kuxv2k: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
wa3uvbnbvrefphaf2i0tubpm2meqniuuwkk: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
offended: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
3cb45620: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
wdipvl: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
u1rst05hpr: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
8x9c: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
qbaaaaaaaaaaaaapkaaaaaaaaaaaaaaach9aeaaaaaaaaaaaaa: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
qsi7m8iwx66wltuzgm1kgtj6dhpb14izjwy: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
jooape37a9qwbqd: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
tudelft: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
pe1fveegsfruuc1fuvvjvj0iq29udgvudc1uexbliibdt05uru5upsj0zxh0l2h0bww7y2hhcnnl: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
drsjc: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
7f281440f9: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
20gb: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
y2fydf9jagvja291dc5nawyiihdpzhroptu5ighlawdodd05igjvcmrlcj0w: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
mxsmp: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ia0kicagigjhy2tncm91bmq9ahr0cdovl2tpznvuz2fkbwlulmjlew9uzgltzw5zaw9ulmnvbs9v: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
muidhufaigh: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
e9wgaeafn2bztecwovvbthcujhyumkmbubyshmbjpay99irmyiygq1adpqw8qewfrsac5gmcukdn: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
vivranthang: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
200205142338: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6ljw3ra095369: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
abqzk8whbnmpxozj2gjf: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6gnejn19542: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
begining: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
sendfree: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
sneak: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
2e12: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
remediation: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
emfuzrcwcdebkj: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
0hjqa22gfx: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
dcchshamyyakdogobyoh22yswzibfaagabegqgcyzogcaaj: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
110940321worldnet: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6ony6j55023: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
cevtr: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
menu1: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
oppo: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
kcw9nplnj0p: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
jskgcmvzcg9uc2ugkhrozsbyzxnwb25zzsbjb3vszcbizsbtdwnodqpizxr0: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
iaul00m0mlrppfy6gp5opckmblpvoo7gzryupuo1m7ks2nkpgf5y: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
jbytes: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
progressing: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
criterious: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
8iodxdiz0: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
7qccigaaahqoabdkizjygf3mn2pkah4p5t1e7: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
93706: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
cj0ii0zgmdawmci: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
y4: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
smbqt: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
hendrix: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
rdc1: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
donnahtstf: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
6bd04dc6: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
23h9ref: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
uiowa: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
yk: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
yl: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
yn: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
nc4: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
yc: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
yd: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
3ih7j6xp8aq6f: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
200108061852: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ifp: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
6o3kt3: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
uexcvd6aajjr28nlxc56un533smbe6q1h8sx3zehw7edijaaagcwpkld: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6llkcrr037312: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ify: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ukvgpsjodhrwoi8vag9tzs50ywxry2l0es5jb20vu3bhcmtwbhvnu3qvymls: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
fcyorsunuz: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
kv2y5yfg: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
kv2y5yfh: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
5o23qykwqqu00i4ilm: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
2002071721591787: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
2w0tr9szt02urlos9q4: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
200212031941: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
5n1d8r: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
012c42d44c7a: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
frankie613: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
taa24418: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
trusty: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
taa08390: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
surrounded: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
4hcvbiwaxshotx1: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
agvzzsbtyxjrzxrzigfuzcb0cmfkzsb0agvtig9uigegcmvndwxhcibiyxnp: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
v1fo: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
wgeeaqaalacaaliiaaaaaaaahgsaapoaaadqdqaaaaaaaaaaaaaaaaaa0a0aalqcaad5eaaamaaa: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6q5cn426711: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
www5oq4ltvlaj0eyefcsjcxcsus1cxpert953msmpqel9v3dsunntiknzp2azjuaqiy43ndtsm6i: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
mikeyjabba: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
aeoaaablaaaataaaae0aaaboaaaatwaaafaaaabraaaaugaaafmaaabuaaaavqaaafyaaabxaaaa: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
50360440f0: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
inishbufon: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
aaaaaaaaaasaaaaaaaacnaaaaaaaaaaacqaaggoaabolaabrcwaauaaacabaaabqaaaoaaaaafaa: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g4bfpid03512: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
wabhslmuwmc8l0i: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
pgltzybzcmm9ii9pbwfnzxmvmty0ny8xnzmylze2odgvdg9wbmf2x2hvbwuu: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
cmkim3nnknqqqqqc3uflyptnviv9eke8fyk6h0xu3qohlnvpkul: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
cypherpunx: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
odcbhweexheyuapcuogqxnxe4mazazdkoancrcqrgngjwnccac64hb8qmahn7sktakjfbnrwbwt: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
qmaozxnd: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
sjiaisliljyiisiymiojqiiziwlcmjyiswikkyjjuhyziokckjahsviyjsgjqfiwiikiejihypic: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
gz3kazqlluky4pipi: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
acebyqhradkb4qhpafib: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
seriouse: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ajyjaacxcqaapakaakgjaacvcqaauwkaamcjaadicqaa0qkaanujaadecqaa6akaao0jaaducqaa: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
joselyn21: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
joselyn22: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6n1al415668: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
riym: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
indigenes: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
2119: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
isbjbgljaybozxjlitwvqt48l0i: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
2116: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6p5fb432615: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
squirts: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
437gl6df7g: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
tj4but6xtsd6n0vutxel5lfwk: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
9qajxir9ldtgon: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
shrwf6zx95: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
k9hlfvro: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
rgluq4: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
dxbtbgpycz: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
oyunu: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
0000387d: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
overdrive: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
wuhlkkwyftbjbngbcvgajdekbpccgbiwr: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
wr882: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
drcs: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
bydfiztzcu7sq7v: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
micronet: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g593qsg00843: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
0nftithwwfdeqeom4m: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
dwvb3b0aw9upg0kicagicagicagicagpg9w: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
95f7f153069: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
phnwyw4gc3r5bgu9imzvbnqtzmftawx5: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
jmb775: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
bjwvdgl0bgu: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
pc9wpg0kdqo8ccbjbgfz: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
zhmgzs1tywlscybpbnn0zwfkig9mig9ubhkgnswwmdancmvhy2gplibdb250: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
200107050217: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
acit00vj9uf8j1ecsfkfb8n5e7h: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
hycsta5rnw: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
bqco6nczbs60lss1zs: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
x7v3oh3s: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
b250ihnpemu9ijiipg0kicagicagpgzvbnqgc2l6zt0imsi: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6o9k6j79885: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
dq0kpc90zd4ndqo8l3rypg0ncjwvdgfibgu: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
wnqitkyxja4qhygeoqhaskbxcn9sfsz: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
9ltetmty3lq: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
evasion: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
precisez: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
vjfgkglb2itbnz8qwe5frvxlijmtqdudahemjk: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
66cccc: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
helimore2514: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
17wcmw: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
bq8gwabrbumg9qchbxkhkwc9b08hyqd0b4yhmqesb78h0gflb: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
17wcmr: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
kae: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
ultra1: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
98baidaylty4oc04mdg4ljwvrk9ovd4g: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
2453e1a3: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
pvfysx4g: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ag8acgbjahkaywbsaguacwauagqabwbjaaaaaaduaaaaugeaafmbaadraqaa0geaae4caabpagaa: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
3d1900: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
aey385qjgs9jitoo: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
totia: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
jkruse5703: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
pgzvbnqgy29sb3i9iinmzmzmzmyipijj: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
kbctiyyv7w1qb: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
nun54ljthjte4pa94ilawqausd: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
shirtsleeves: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
icagieluaybdyxj0cmlkz2ugpgzvbnqgy29sb3i9iimzm2zmmzmiplvqifrp: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
01c239ae: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
cmnmmsx8: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
dmfsawdupxrvccb3awr0ad0xmzcgcm93c3bhbj00pg0nciagpgltzybzcmm9: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
agqaiabiagwazqb1acaazqb0acaababvahuacablaaaaaqaaaaaaaaaaaaaaaaaaaaaaaaabaaaa: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
debido: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
f2cd816f18: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
7tu1w42popearypbavyxs3apg5ionsahfabababadlthkoezdlbugy9dw7xeqamdrk34: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6ln8hrr043801: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
sdwhjafzw7obsfugk: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
5haldyssiv: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
bwfnzxmudgfsa2npdhkuy29tl2ltzy9ob21lcgfnzxmvy291bnrlci9ydmlj: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g4afywe03024: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
qcluls0rqfncijsho: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ww91cibjb21wdxrlcib3awxsigfjdhvhbgx5ifjfquqgew91ihrozsbib29rihrocm91z2gg: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
22uv2l: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
dax9ov48l2zvbnq: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
assertion: 1 	P(word|spam): 0.000001 	P(spam|word): 0.166004
randd: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
200205170104: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
rawl: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
0000672f: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6m473j08512: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
t348l2zvbnq: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
internautes: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
a814873: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
mehdi: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
xlwy: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ia0kicagicagpc90cj4gdqogicagica8: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
zgluzz0imiigy2vsbhnwywnpbmc9ijiiigjvcmrlcj0imsigd2lkdgg9ijew: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g45bruu04627: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g4umgyo26031: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
axeb: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
agntorng: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
rosinski: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
badge: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
millenium: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6n4hghx092151: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
20020718141932: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
chmd: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g78cfp205476: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
