977808
com: 17127 	P(word|ham): 0.017516 	P(ham|word): 0.748740
wham: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
9sqjttswabpm0a: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g7lfhlti021355: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
steamships: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
1840: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
maa31551: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
d6559ea2e: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
mepsgpiwhfeqaknswgaaimkla: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
o5gcfwoy: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
1196429: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
nomime: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
17gqd5: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
ba0314410d: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
semester: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g73kb2v26543: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
v0ogfd: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
warship: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
5a2a7440dd: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
unthinkable: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
5fe44f9b4: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
20020724145323: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
0007hq: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
raa04262: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
0d97c440f0: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
santaclaustrophobia: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
gatewayguardian: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
xafurni: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
753b2440c8: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
pony: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
4ca71440e8: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
thebee: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
pong: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
17cljg: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g7k9dez00425: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
3d5801f0: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
618: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
phost: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
verticalised: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
weaknesses: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
616: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
catalog: 1 	P(word|ham): 0.000001 	P(ham|word): 0.982059
unsurprising: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
30806: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
qexit0xmfufaregprr9dr0s: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
29661: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
45ff2d74: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
29668: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
stasi: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
1495: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
22am: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
dc8c044176: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
sqrt: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
typedef: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
50006: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
pray: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g78dpm208415: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
ed1f144103: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
rhplx011: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
debacle: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
mailpoop: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
d8b5943c4c: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6p6g2c32076: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
inflates: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
jgmemwwn0ly5wj8e3bvounzbtgkalisejh1egdp5sknckydwajxo61cugmqh3kxam0q7a: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
t5c6b925cccac1785b3299: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
organised: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
5ft: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
ialised: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
17whho: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
milgrom: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
4438: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
60408: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6n9v6407760: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
monotone: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
netstat: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
reconfigure: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g761rcl28460: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
1ffb10b0: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6mhqp403724: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
27316: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
c78831c3b6: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
windowsfr: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
ding: 1 	P(word|ham): 0.000001 	P(ham|word): 0.966060
usda: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
sympathy: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
sailor: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
6506143c3d: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
elswhere: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
c1b93440c8: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
a313e294132: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
ee6fdd50: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
1028043630: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
2fm: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
faa14188: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
lvmfutl0phawmauqlvgskhckepmdaia6jxowodepsybssiqqgyaw: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
ucbobaj7scuz5uwhj2ezdfzyywie5j9olfijxbzkccxr: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6nnh1c08474: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6omfc412158: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
optical: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
nagging: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
81f10cb0: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
outrageous: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
ec836440cd: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
55da5264ce16d41186f600d0b74d6b0924722a: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
inventiveness: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
risky: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
7v: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
7u: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
g7l5khz11128: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
of74f509d8: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
960fb440d9: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g79ehmb05867: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
skillset: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
e872c440e7: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6qdns419646: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
17cvti: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
776: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
17cvto: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
772: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
779: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
mcn: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
88855800: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
prestige: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
20020804134033: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
x11r6: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
paa28198: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
djbscm: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
notch: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
g6llc2c08231: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
rtf: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g7gb7vj29687: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g798g0c28328: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
readjustment: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
33833: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
525: 1 	P(word|ham): 0.000001 	P(ham|word): 0.979662
wbqam2wz: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
526: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
vhfc1gwy3x: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
360098: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g779rtk19671: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
680d0dc0: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
00055l: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
522: 1 	P(word|ham): 0.000001 	P(ham|word): 0.966060
tbh1wk: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
1570036: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6p1be419715: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
rt6: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
5d752440e7: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
wbqam2w0: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
hairy: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
1027545391: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
jaa23439: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
hfncouh1dzqvy2rxiixgijppq4uweteri1ejfawd5yx4: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
mechanically: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
a93zpmfgu3megdcubz5fikn: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
kludginess: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
sigaltstack: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
0691a43c32: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
mangold: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
serrancified: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
6app5: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
prescription: 1 	P(word|ham): 0.000001 	P(ham|word): 0.992803
anews: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
17d6fn: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
17bhr7: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
17bhr4: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
0595: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
0591: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
17d6fz: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
blissfully: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
gussied: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
007d01c244a0: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
16887: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
16889: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
17x8sh: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
089d4409c7: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
rave: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
4ec46440c9: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
weekley: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
df81d2940e3: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
cabdrivers: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
incompatibleclasschangeerror: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6nmgj400859: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
054c01c23e22: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
17huf5: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6ngxl411027: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
17bip0: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
13594: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
laa05284: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
0zpcv58bf6ggkzoxlwansgyvup87cjzgt0bcgh00fmenap: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
wdgtrun: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
sasightings: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g77c8pk27494: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
jaa26116: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
sz63fd2kmwemd: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
58460440c8: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
d10521: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
njeb19924: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
20020810130119: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
paa32058: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
660982940b4: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
0d443c91dce9cd40b1c795ba222a729e01885521: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
21887440e0: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
airlock159: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
28vent: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
0003bk: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
0003bh: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
cheep: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
20020812190515: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
0005xv: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
yujin: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
1789: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
0005xt: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g72n0yx09240: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
intersection: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
29465: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
17xxvo: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
judiciously: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
ftocpickrange: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
associations: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
jgibbon: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
3xhybw: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
17xxvg: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g72ml1v14021: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6jix0f01800: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
9669dc4f: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
aaaadwaaaeluc3rhbgxpbmcgulbnaaacaxeaaqaaabyaaaabwjggzggh9x7as3xfqivzxqmfq5em: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6mg3ty17504: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
jaa15550: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
d4b7b4: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
f0c47440c8: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
wgxglxofnxg9pi2gyu8kxtw6g0crxrneneqo9fszmvbk8wqsoogqacoaveix5iddg4zhv: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
17eg4n: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
17eg4o: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
simmers: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
js: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
maa01030: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
c30bc3: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
1bc07440c8: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
28334: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
capreports: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
19ddf3ea3f: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
562le9a3cagewkxte4djz5xe0dbipgle: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
e55bb33e50: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
537ef2940ee: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
8a5332940b2: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
raider: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
3dnow: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
laa10514: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
d95593ed5e: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
plethora: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
grousers: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
drummies: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
drifted: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
k2419: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
978f02940b1: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
lexa: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
200211261612: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
0x0547c604: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
pablovandermeer: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
plunge: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
1z3bfhurkx: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
junior: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
25020: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
ff38ea5fac0c9158: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
consist: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
barring: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
lxorguk: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
e2ea929415b: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
8bca4441a4: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6lcplc23990: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
individuality: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
ad25143c45: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
perjorative: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
af8ec3f994: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
econophone: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
a11c83d976: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
removemeblahblah1234: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
a0fc6440da: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
97aa3440f0: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
rainy: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
unjustifiably: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
rains: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
endurance: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
17hiyv: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
evilt: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
democratically: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
1885a29416d: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
syaw5bki8vk: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
mock: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
20020722235222: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
29104326: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
rightful: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
rain1: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
7b0e444128: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
demonstrates: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
wrestle: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
17eqrg: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
c03e9440e7: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g7lfmok02531: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
4a04aba3: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
cb9954be05: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
iqqxcoacqxylcatgambliht6bwfweqbwc3afwaqwbbancfbnbjaeihryyxaizwxsc4bnigqicbck: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
seized: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
moooozilla: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
polling: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
snails: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
4324: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
01pt1: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
3148: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
530661: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
17658440ee: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
q4v0g6jb: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
cfbcdee0: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
20020723092343: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6rlb3i28651: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
icemanbs: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
314m: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
61ba8440e6: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
bdb414416d: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
geektoy: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
c19598: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
stark: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
messagewall: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
headless: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
8go1ojb: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6kmb6c01695: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6mg06y15770: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
kudzu: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
ensign: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
2ubh: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
iopjyiad4rzfm47yrfnvru: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
0d8403f42c: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
unarchiving: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g79ehib05892: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
0007hz: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
steadfastly: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
naa28948: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
0007ho: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
horsburgh: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
mdebiho: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6ogfbp19095: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
c4efd440f0: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
gameshows: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
paa27995: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
17fnui: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
patron: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
20020820115005: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
skpshcjwroaatqxrq: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
sip: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
sie: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
slamming: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
mccoy: 1 	P(word|ham): 0.000001 	P(ham|word): 0.500000
2cd41440dd: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g7b9c0j27309: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
whizzy: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
immersed: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
1dabf2940a0: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
adheres: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
a771d43c4a: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
mutualism: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
fingerprinted: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g7gehba22976: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
waws: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
17zved: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
4d94a4412f: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
g6odb2414451: 1 	P(word|ham): 0.000001 	P(ham|word): 0.100000
